date,tmed,tmax,tmin,hrmed,hrmax,hrmin,radmed,radmax,vvmed,vvmax,dvmed,prec,dewpt,dpv
2020-07-28 20:00:00,27.7,28.3,27.1,60.3,64.0,56.4,0.0,0.0,1.2,2.9,66.2,0.0,19.3,1.5
2020-07-28 21:00:00,26.7,27.2,26.1,67.9,71.8,63.6,0.0,0.0,1.2,3.2,66.5,0.0,20.3,1.1
2020-07-28 22:00:00,26.0,26.3,25.8,72.8,73.7,71.5,0.0,0.0,0.7,2.7,82.4,0.0,20.7,0.9
2020-07-28 23:00:00,25.2,25.9,24.6,75.5,79.2,72.7,0.0,0.0,0.1,0.8,311.6,0.0,20.6,0.8
2020-07-29 00:00:00,24.8,25.0,24.5,77.3,79.4,76.1,0.0,0.0,0.1,0.7,194.5,0.0,20.5,0.7
2020-07-29 01:00:00,25.0,25.3,24.7,77.3,79.0,75.6,0.0,0.0,0.1,0.7,212.9,0.0,20.7,0.7
2020-07-29 02:00:00,24.8,25.0,24.6,77.4,78.5,76.5,0.0,0.0,0.4,1.5,227.7,0.0,20.6,0.7
2020-07-29 03:00:00,24.6,24.8,24.5,79.0,79.8,77.5,0.0,0.0,0.7,1.9,188.7,0.0,20.7,0.6
2020-07-29 04:00:00,24.3,24.7,24.0,77.5,79.2,75.8,0.0,0.0,0.3,1.6,173.9,0.0,20.1,0.7
2020-07-29 05:00:00,24.2,25.0,23.9,73.8,76.1,72.5,28.9,83.9,0.2,1.4,174.3,0.0,19.3,0.8
2020-07-29 06:00:00,26.3,27.7,24.9,69.0,72.6,62.0,174.9,273.1,0.2,0.8,4.7,0.0,20.2,1.1
2020-07-29 07:00:00,28.7,30.3,27.6,57.2,63.8,50.1,376.8,470.9,0.6,1.5,350.1,0.0,19.3,1.7
2020-07-29 08:00:00,30.7,31.7,29.8,48.7,52.3,44.9,568.6,657.7,0.7,2.1,14.3,0.0,18.7,2.3
2020-07-29 09:00:00,32.5,33.8,31.6,42.3,46.4,37.2,728.4,795.1,0.9,3.5,61.7,0.0,18.0,2.8
2020-07-29 10:00:00,34.1,34.8,32.9,34.0,40.3,30.7,851.7,898.0,1.1,3.6,93.3,0.0,16.0,3.5
2020-07-29 11:00:00,36.2,37.1,34.4,26.9,32.0,23.8,926.7,948.0,1.6,4.9,30.4,0.0,14.1,4.4
2020-07-29 12:00:00,36.6,37.3,35.8,27.4,30.7,24.2,938.8,950.0,1.9,5.4,46.6,0.0,14.8,4.4
2020-07-29 13:00:00,36.6,37.2,36.1,23.9,26.2,22.7,901.3,930.0,2.0,5.7,62.7,0.0,12.7,4.7
2020-07-29 14:00:00,36.8,37.2,36.1,23.2,25.1,18.6,804.4,864.0,2.0,5.1,55.0,0.0,12.4,4.8
2020-07-29 15:00:00,36.0,36.5,35.6,23.2,25.7,21.2,663.2,745.5,2.1,5.2,58.2,0.0,11.8,4.6
2020-07-29 16:00:00,34.6,35.8,33.0,28.6,31.8,24.6,469.3,569.3,1.7,5.4,109.1,0.0,13.7,3.9
2020-07-29 17:00:00,32.3,33.4,30.9,32.3,35.4,29.4,189.8,369.5,1.5,4.4,118.0,0.0,13.6,3.3
2020-07-29 18:00:00,30.2,31.0,29.4,39.7,44.1,35.1,30.0,45.1,1.2,3.3,65.9,0.0,14.9,2.6
2020-07-29 19:00:00,28.9,29.5,28.4,42.3,44.5,41.1,2.6,15.1,0.5,1.9,131.7,0.0,14.9,2.3
2020-07-29 20:00:00,28.3,28.6,27.8,47.2,48.5,44.6,0.0,0.0,1.2,4.6,52.2,0.0,16.0,2.0
2020-07-29 21:00:00,28.0,28.3,27.4,45.6,51.5,43.6,0.0,0.0,1.3,4.4,44.3,0.0,15.2,2.1
2020-07-29 22:00:00,27.3,27.7,26.6,52.7,56.2,51.0,0.0,0.0,0.9,3.0,135.6,0.0,16.8,1.7
2020-07-29 23:00:00,25.9,26.7,25.0,56.2,59.7,53.5,0.0,0.0,0.3,1.6,160.7,0.0,16.6,1.5
2020-07-30 00:00:00,25.4,26.0,25.0,60.9,63.3,59.1,0.0,0.0,0.5,2.3,196.3,0.0,17.3,1.3
2020-07-30 01:00:00,25.1,25.3,24.6,65.4,68.4,63.2,0.0,0.0,0.4,1.3,176.5,0.0,18.1,1.1
2020-07-30 02:00:00,24.2,25.1,23.4,69.4,72.1,66.7,0.0,0.0,0.4,1.7,178.1,0.0,18.3,0.9
2020-07-30 03:00:00,24.4,24.8,24.1,67.8,69.4,67.1,0.0,0.0,0.7,2.0,200.9,0.0,18.1,1.0
2020-07-30 04:00:00,24.7,24.9,24.4,68.2,69.9,66.9,0.0,0.0,0.2,1.2,187.5,0.0,18.5,1.0
2020-07-30 05:00:00,24.9,25.3,24.5,68.6,69.9,67.5,15.0,40.9,0.3,1.2,188.7,0.0,18.7,1.0
2020-07-30 06:00:00,25.5,25.9,25.1,67.5,69.0,66.0,89.1,234.4,0.4,1.5,323.0,0.0,19.1,1.1
2020-07-30 07:00:00,27.4,28.5,25.8,59.1,66.0,54.9,341.8,460.1,0.5,2.0,269.7,0.0,18.6,1.5
2020-07-30 08:00:00,30.0,31.4,28.2,49.2,56.0,44.1,552.4,638.4,0.7,2.4,339.4,0.0,18.2,2.2
2020-07-30 09:00:00,32.2,33.1,31.1,41.1,45.7,37.5,713.7,780.1,0.9,2.7,22.3,0.0,17.3,2.8
2020-07-30 10:00:00,33.5,34.6,32.6,36.2,40.5,32.5,837.8,888.0,1.0,3.1,40.9,0.0,16.4,3.3
2020-07-30 11:00:00,35.2,36.3,34.0,30.5,34.1,28.0,910.2,926.0,1.3,3.4,43.3,0.0,15.3,4.0
2020-07-30 12:00:00,37.4,38.5,36.2,27.0,29.5,25.2,919.3,928.0,1.7,5.0,32.7,0.0,15.2,4.7
2020-07-30 13:00:00,36.7,38.1,35.7,25.6,28.1,22.0,880.5,907.0,2.7,6.6,58.2,0.0,13.8,4.6
2020-07-30 14:00:00,36.7,37.2,36.1,23.5,25.4,21.5,782.8,844.0,2.1,5.1,58.3,0.0,12.6,4.7
2020-07-30 15:00:00,36.4,37.3,35.1,24.9,28.7,20.6,642.4,721.9,2.0,4.8,74.0,0.0,13.1,4.6
2020-07-30 16:00:00,35.1,36.0,34.1,29.6,31.8,27.5,417.7,556.4,1.2,6.3,117.5,0.0,14.8,4.0
2020-07-30 17:00:00,32.3,34.2,30.9,37.5,45.3,30.1,111.5,279.3,1.6,3.9,42.7,0.0,15.8,3.0
2020-07-30 18:00:00,30.7,31.0,30.4,43.0,47.8,39.5,56.5,131.1,1.4,4.1,77.0,0.0,16.7,2.5
2020-07-30 19:00:00,30.4,30.8,30.0,37.4,41.1,32.2,2.3,17.2,0.9,3.5,79.0,0.0,14.2,2.7
2020-07-30 20:00:00,29.2,30.1,28.6,38.8,40.8,37.6,0.0,0.0,0.4,1.5,203.4,0.0,13.8,2.5
2020-07-30 21:00:00,28.0,29.0,26.7,44.9,54.9,38.6,0.0,0.0,0.3,1.1,127.5,0.0,14.9,2.1
2020-07-30 22:00:00,26.3,26.9,25.5,54.4,57.0,52.1,0.0,0.0,0.2,1.1,169.8,0.0,16.3,1.6
2020-07-30 23:00:00,25.4,25.7,25.0,52.7,53.5,51.9,0.0,0.0,0.5,1.4,180.0,0.0,15.0,1.5
2020-07-31 00:00:00,24.9,25.4,24.3,54.2,57.2,52.1,0.0,0.0,0.4,1.4,184.4,0.0,15.0,1.4
2020-07-31 01:00:00,24.6,25.1,24.2,56.9,58.5,55.2,0.0,0.0,0.5,1.1,182.0,0.0,15.5,1.3
2020-07-31 02:00:00,24.1,24.8,23.1,59.5,64.6,56.8,0.0,0.0,0.3,1.6,111.0,0.0,15.7,1.2
2020-07-31 03:00:00,23.3,23.6,23.0,62.1,65.1,61.0,0.0,0.0,0.3,1.2,176.0,0.0,15.6,1.1
2020-07-31 04:00:00,22.9,23.5,22.4,64.3,66.1,61.7,0.0,0.0,0.1,0.5,182.3,0.0,15.8,1.0
2020-07-31 05:00:00,22.5,23.5,21.8,67.2,69.7,64.7,30.7,88.2,0.0,0.4,78.0,0.0,16.1,0.9
2020-07-31 06:00:00,25.8,28.1,23.5,55.2,64.8,46.1,181.2,281.7,0.1,1.0,201.3,0.0,16.1,1.5
2020-07-31 07:00:00,29.5,31.1,28.0,42.8,47.7,36.2,383.3,485.9,0.4,1.5,334.4,0.0,15.5,2.4
2020-07-31 08:00:00,32.5,33.6,30.9,33.5,38.0,30.7,579.2,666.2,0.7,1.8,19.8,0.0,14.3,3.3
2020-07-31 09:00:00,34.4,36.1,33.1,29.7,33.1,26.4,738.9,806.0,0.8,2.3,52.7,0.0,14.2,3.8
2020-07-31 10:00:00,37.0,38.6,35.5,25.2,28.9,20.2,855.8,896.0,1.0,2.7,19.7,0.0,13.8,4.7
2020-07-31 11:00:00,38.3,39.0,37.2,20.8,22.7,18.7,915.5,930.0,1.3,4.2,167.2,0.0,11.9,5.3
2020-07-31 12:00:00,38.7,39.3,38.0,25.3,27.9,20.6,921.8,932.0,1.4,4.2,135.8,0.0,15.3,5.1
2020-07-31 13:00:00,38.3,39.2,37.5,26.2,28.0,24.5,871.7,911.0,1.7,5.6,111.9,0.0,15.6,5.0
2020-07-31 14:00:00,38.6,39.3,38.1,25.7,27.8,23.8,760.4,825.0,1.6,3.7,106.0,0.0,15.5,5.1
2020-07-31 15:00:00,38.3,39.3,37.5,28.5,31.5,25.6,609.7,689.4,1.6,4.6,166.9,0.0,16.8,4.8
2020-07-31 16:00:00,36.8,38.0,35.8,33.1,34.9,30.7,422.9,517.6,1.9,5.1,174.4,0.0,17.9,4.1
2020-07-31 17:00:00,35.5,36.1,35.2,36.1,38.2,34.2,220.4,311.5,1.7,4.6,179.2,0.0,18.2,3.7
2020-07-31 18:00:00,34.4,35.5,32.4,40.1,45.9,35.7,60.1,126.8,0.7,2.5,332.3,0.0,18.9,3.3
2020-07-31 19:00:00,30.8,32.5,29.4,52.2,59.0,45.8,1.2,10.8,0.5,1.9,1.0,0.0,19.8,2.1
2020-07-31 20:00:00,28.7,29.5,28.1,61.1,62.8,58.9,0.0,0.0,0.2,1.1,339.4,0.0,20.5,1.5
2020-07-31 21:00:00,28.4,29.0,27.8,61.3,62.9,60.2,0.0,0.0,0.3,1.3,260.6,0.0,20.3,1.5
2020-07-31 22:00:00,27.1,27.8,26.4,65.2,67.9,62.1,0.0,0.0,0.0,0.5,330.9,0.0,20.0,1.3
2020-07-31 23:00:00,26.7,27.0,26.2,67.0,68.2,66.1,0.0,0.0,0.2,0.9,175.7,0.0,20.1,1.2
2020-09-28 23:00:00,16.7,17.3,16.4,70.7,72.5,68.1,0.0,0.0,0.5,1.3,190.6,0.0,11.4,0.6
2020-09-29 00:00:00,16.3,16.6,15.8,71.9,72.8,71.4,0.0,0.0,0.4,1.1,190.5,0.0,11.2,0.5
2020-09-29 01:00:00,15.6,16.0,15.1,73.7,75.2,72.4,0.0,0.0,0.3,1.2,194.4,0.0,10.9,0.5
2020-09-29 02:00:00,15.1,15.3,14.8,76.2,77.4,74.8,0.0,0.0,0.3,1.0,190.8,0.0,10.9,0.4
2020-09-29 03:00:00,15.2,15.5,14.8,75.8,77.5,74.7,0.0,0.0,0.3,1.1,205.2,0.0,11.0,0.4
2020-09-29 04:00:00,14.9,15.2,14.5,77.7,79.3,76.7,0.0,0.0,0.2,0.7,206.6,0.0,11.0,0.4
2020-09-29 05:00:00,15.0,15.5,14.6,76.8,79.1,75.6,0.4,2.2,0.0,0.5,137.0,0.0,11.0,0.4
2020-09-29 06:00:00,15.3,17.1,14.5,76.9,79.4,71.3,55.9,221.7,0.2,0.9,176.6,0.0,11.3,0.4
2020-09-29 07:00:00,18.4,19.1,17.1,61.3,71.3,58.1,173.6,305.5,0.5,1.6,318.0,0.0,10.8,0.8
2020-09-29 08:00:00,20.6,22.3,19.1,54.3,59.3,50.1,350.9,580.8,0.5,1.9,305.5,0.0,11.0,1.1
2020-09-29 09:00:00,23.2,24.5,22.1,50.5,53.2,48.8,628.3,684.0,0.6,1.8,314.4,0.0,12.4,1.4
2020-09-29 10:00:00,25.5,26.4,24.1,46.2,50.3,42.9,734.6,776.2,1.1,2.9,24.6,0.0,13.1,1.8
2020-09-29 11:00:00,27.0,27.8,26.1,40.9,45.2,38.2,787.0,802.0,1.3,3.5,45.9,0.0,12.5,2.1
2020-09-29 12:00:00,27.7,28.5,27.2,35.7,39.4,32.7,790.7,802.0,2.0,5.3,47.1,0.0,11.2,2.4
2020-09-29 13:00:00,27.9,29.2,27.2,34.9,37.8,32.2,709.3,769.5,1.9,4.7,55.4,0.0,11.0,2.5
2020-09-29 14:00:00,27.4,28.1,26.8,36.7,39.1,34.3,570.1,627.6,2.0,4.7,51.8,0.0,11.3,2.3
2020-09-29 15:00:00,26.8,27.4,26.3,39.8,41.2,38.0,411.8,507.3,1.6,5.0,76.9,0.0,12.1,2.1
2020-09-29 16:00:00,25.8,26.6,24.9,41.7,43.8,39.9,205.3,316.0,1.3,4.1,90.9,0.0,11.8,1.9
2020-09-29 17:00:00,23.7,25.1,22.6,48.9,54.4,43.5,36.0,111.8,1.3,3.1,75.3,0.0,12.3,1.5
2020-09-29 18:00:00,21.9,22.7,21.3,57.6,61.0,54.4,0.0,0.0,0.6,2.0,80.1,0.0,13.2,1.1
2020-09-29 19:00:00,20.5,21.3,19.4,63.8,67.8,60.7,0.0,0.0,0.5,1.4,160.0,0.0,13.4,0.9
2020-09-29 20:00:00,18.8,19.5,18.3,70.8,73.6,67.7,0.0,0.0,0.5,1.2,196.0,0.0,13.4,0.6
2020-09-29 21:00:00,18.3,18.6,17.9,74.5,76.2,73.3,0.0,0.0,0.4,1.2,191.4,0.0,13.7,0.5
2020-09-29 22:00:00,17.5,18.0,16.9,77.9,79.8,76.1,0.0,0.0,0.3,1.1,189.4,0.0,13.6,0.4
2020-09-29 23:00:00,17.0,17.3,16.8,80.3,81.2,79.7,0.0,0.0,0.4,1.2,192.2,0.0,13.6,0.4
2020-09-30 00:00:00,16.6,16.9,16.4,82.0,82.8,80.9,0.0,0.0,0.2,1.0,188.9,0.0,13.5,0.3
2020-09-30 01:00:00,15.9,16.8,15.1,82.5,84.7,81.5,0.0,0.0,0.1,0.9,171.4,0.0,12.9,0.3
2020-09-30 02:00:00,15.1,15.4,14.7,85.3,86.5,84.2,0.0,0.0,0.1,0.9,182.4,0.0,12.6,0.3
2020-09-30 03:00:00,14.6,15.3,14.0,85.9,87.0,85.0,0.0,0.0,0.0,0.5,183.2,0.0,12.3,0.2
2020-09-30 04:00:00,14.1,14.5,13.7,87.2,87.9,86.2,0.0,0.0,0.1,0.7,179.7,0.0,12.1,0.2
2020-09-30 05:00:00,13.5,13.8,13.2,87.6,88.2,86.8,0.2,4.3,0.1,1.0,168.1,0.0,11.5,0.2
2020-09-30 06:00:00,14.3,15.4,13.7,87.6,88.1,85.8,50.2,170.0,0.1,0.6,195.4,0.0,12.3,0.2
2020-09-30 07:00:00,17.0,18.7,15.2,78.7,86.1,69.6,228.5,413.2,0.2,1.0,0.2,0.0,13.2,0.4
2020-09-30 08:00:00,19.8,21.5,18.1,65.7,72.4,59.0,388.8,632.5,0.4,1.4,341.0,0.0,13.2,0.8
2020-09-30 09:00:00,22.0,23.1,21.0,58.1,60.3,54.2,477.2,705.4,0.5,2.1,358.5,0.0,13.4,1.1
2020-09-30 10:00:00,24.7,26.1,22.6,49.9,56.2,45.1,594.3,806.0,0.6,2.0,16.3,0.0,13.5,1.6
2020-09-30 11:00:00,26.0,27.6,25.0,42.0,48.0,34.8,553.0,797.7,0.7,2.2,117.4,0.0,12.1,2.0
2020-09-30 12:00:00,26.6,28.1,25.8,37.5,40.8,33.3,352.4,782.6,1.0,3.6,163.5,0.0,10.9,2.2
2020-09-30 13:00:00,25.8,26.5,25.5,42.0,44.6,39.9,218.1,421.5,1.0,2.8,168.3,0.0,12.0,1.9
2020-09-30 14:00:00,26.4,26.8,26.1,44.7,46.1,42.6,292.8,376.3,1.0,3.2,155.7,0.0,13.4,1.9
2020-09-30 15:00:00,26.7,27.2,26.2,44.4,46.0,42.7,248.8,393.5,1.0,3.7,159.1,0.0,13.6,1.9
2020-09-30 16:00:00,25.5,26.3,24.8,47.9,50.3,45.6,95.5,144.1,1.3,4.1,174.0,0.0,13.7,1.7
2020-09-30 17:00:00,24.2,24.9,23.7,53.4,54.9,50.2,13.0,40.9,1.4,4.2,177.1,0.0,14.1,1.4
2020-09-30 18:00:00,23.4,23.9,23.0,55.1,56.7,53.9,0.0,0.0,0.7,2.4,201.6,0.0,13.9,1.3
2020-09-30 19:00:00,22.2,23.1,21.3,60.3,63.9,56.5,0.0,0.0,0.2,0.6,180.9,0.0,14.1,1.1
2020-09-30 20:00:00,20.4,21.4,19.7,67.2,70.0,63.9,0.0,0.0,0.2,1.1,163.5,0.0,14.1,0.8
2020-09-30 21:00:00,19.8,20.2,19.2,69.4,71.5,68.0,0.0,0.0,0.3,1.1,197.2,0.0,14.0,0.7
2020-09-30 22:00:00,19.2,19.5,19.0,72.2,73.1,71.5,0.0,0.0,0.3,1.4,178.5,0.0,14.1,0.6
2020-09-30 23:00:00,19.1,19.5,18.5,73.6,75.4,71.9,0.0,0.0,0.4,1.3,190.1,0.0,14.2,0.6
2020-01-10 00:00:00,18.4,18.7,18.1,75.9,76.9,74.6,0.0,0.0,0.2,1.1,188.7,0.0,14.1,0.5
2020-01-10 01:00:00,18.1,18.6,17.7,76.8,78.4,75.5,0.0,0.0,0.2,0.8,192.9,0.0,14.0,0.5
2020-01-10 02:00:00,17.9,19.3,17.1,79.2,81.0,75.3,0.0,0.0,0.5,1.8,197.6,0.0,14.2,0.4
2020-01-10 03:00:00,18.3,19.4,17.4,78.1,82.3,74.4,0.0,0.0,0.1,1.2,139.8,0.0,14.4,0.5
2020-01-10 04:00:00,16.9,17.5,16.4,83.1,84.5,81.3,0.0,0.0,0.2,0.9,169.9,0.0,14.0,0.3
2020-01-10 05:00:00,16.1,16.6,15.2,84.2,85.3,83.1,0.0,0.0,0.2,1.2,168.4,0.0,13.4,0.3
2020-01-10 06:00:00,15.9,17.0,15.2,85.5,86.2,83.6,44.9,139.9,0.2,1.1,190.7,0.0,13.5,0.3
2020-01-10 07:00:00,19.6,21.8,17.0,72.4,83.7,59.9,252.0,361.5,0.2,1.1,9.5,0.0,14.5,0.6
2020-01-10 08:00:00,22.6,24.2,21.7,55.9,63.5,46.5,410.6,634.4,0.4,1.4,335.4,0.0,13.3,1.2
2020-01-10 09:00:00,25.8,28.2,24.3,38.8,47.2,29.4,468.3,692.5,0.5,1.8,293.2,0.0,10.6,2.0
2020-01-10 10:00:00,29.3,30.2,28.0,26.0,31.0,23.1,701.9,754.6,0.6,1.9,322.1,0.0,7.8,3.0
2020-01-10 11:00:00,31.0,32.7,29.5,22.4,25.1,19.5,761.0,773.8,0.7,2.3,61.2,0.0,7.0,3.5
2020-01-10 12:00:00,33.3,34.3,32.2,18.0,21.3,15.6,752.7,773.8,0.9,2.7,324.3,0.0,5.8,4.2
2020-01-10 13:00:00,33.3,34.3,32.5,15.7,18.6,14.5,684.5,728.4,1.1,3.5,195.0,0.0,3.8,4.3
2020-01-10 14:00:00,32.1,33.0,31.0,20.6,23.3,16.8,553.6,627.4,2.1,5.1,172.6,0.0,6.7,3.8
2020-01-10 15:00:00,30.9,31.7,30.1,23.2,26.1,19.5,370.3,481.3,2.3,5.4,180.2,0.0,7.5,3.4
2020-01-10 16:00:00,29.3,30.2,28.3,26.0,27.2,24.3,149.1,296.6,2.2,6.1,180.3,0.0,7.8,3.0
2020-01-10 17:00:00,27.8,28.5,27.3,27.0,28.6,25.5,18.9,55.9,2.5,6.7,187.5,0.0,7.1,2.7
2020-01-10 18:00:00,27.3,27.7,26.0,25.5,28.9,24.0,0.0,0.0,1.2,4.0,210.8,0.0,5.8,2.7
2020-01-10 19:00:00,24.1,26.1,23.1,33.5,35.9,28.8,0.0,0.0,0.4,1.8,166.4,0.0,7.0,2.0
2020-01-10 20:00:00,22.5,23.7,21.2,36.8,39.5,33.9,0.0,0.0,0.5,1.9,191.0,0.0,7.0,1.7
2020-01-10 21:00:00,20.8,21.5,20.1,39.9,41.7,37.6,0.0,0.0,0.4,1.8,192.8,0.0,6.7,1.5
2020-01-10 22:00:00,21.8,23.0,19.9,34.6,41.5,30.7,0.0,0.0,0.6,1.9,195.3,0.0,5.4,1.7
2020-01-10 23:00:00,21.7,22.7,20.9,32.2,33.8,30.3,0.0,0.0,0.7,2.0,186.1,0.0,4.4,1.8
2020-02-10 00:00:00,21.1,22.0,20.0,34.7,38.2,32.4,0.0,0.0,0.6,2.0,193.5,0.0,4.9,1.6
2020-02-10 01:00:00,19.9,20.5,19.2,39.6,42.7,37.3,0.0,0.0,0.6,1.6,190.0,0.0,5.7,1.4
2020-02-10 02:00:00,19.0,20.2,17.9,43.8,47.7,39.6,0.0,0.0,0.5,1.9,202.4,0.0,6.4,1.2
2020-02-10 03:00:00,18.4,19.3,17.6,47.0,49.9,43.5,0.0,0.0,0.5,2.1,182.6,0.0,6.8,1.1
2020-02-10 04:00:00,17.8,18.3,17.4,51.2,53.5,48.3,0.0,0.0,0.3,1.1,178.8,0.0,7.6,1.0
2020-02-10 05:00:00,20.6,22.3,17.8,44.5,52.5,39.2,0.2,2.2,0.8,2.5,200.5,0.0,8.1,1.4
2020-02-10 06:00:00,21.8,22.9,20.7,39.6,43.6,34.8,19.2,66.7,0.7,3.1,209.0,0.0,7.5,1.6
2020-02-10 07:00:00,24.0,24.8,22.3,32.4,36.9,30.4,164.6,327.0,0.8,4.0,244.3,0.0,6.5,2.0
2020-02-10 08:00:00,24.5,25.1,24.0,31.4,32.6,29.9,143.2,249.5,1.7,5.6,245.5,0.0,6.5,2.1
2020-02-10 09:00:00,25.5,25.8,25.0,29.5,30.6,28.8,232.1,331.2,1.7,5.5,248.1,0.0,6.5,2.3
2020-02-10 10:00:00,25.3,25.6,25.0,30.5,34.0,29.7,146.0,232.3,1.9,5.8,237.9,0.0,6.7,2.2
2020-02-10 11:00:00,24.2,25.5,22.6,38.2,48.7,31.7,248.8,318.3,2.1,5.9,205.4,0.0,9.0,1.9
2020-02-10 12:00:00,26.6,27.9,25.4,30.0,33.1,28.0,303.0,565.6,2.0,6.2,230.9,0.0,7.6,2.4
2020-02-10 13:00:00,29.2,30.0,27.8,26.2,28.8,24.5,637.0,875.0,2.5,6.3,253.4,0.0,7.9,3.0
2020-02-10 14:00:00,28.5,28.9,27.9,27.9,28.9,27.1,411.6,548.2,2.6,7.6,234.6,0.0,8.1,2.8
2020-02-10 15:00:00,27.4,28.9,18.1,31.3,57.7,27.2,232.7,442.9,3.1,9.2,257.4,0.0,8.6,2.6
2020-02-10 16:00:00,15.1,18.1,14.1,69.8,76.3,57.9,20.4,49.5,1.8,8.1,286.2,0.3,9.6,0.5
2020-02-10 17:00:00,14.3,14.8,13.9,65.8,70.6,60.9,8.8,25.8,0.6,4.8,261.8,0.2,8.0,0.6
2020-02-10 18:00:00,15.4,16.5,14.2,63.6,71.2,56.6,0.0,0.0,1.2,4.9,220.8,0.0,8.5,0.6
2020-02-10 19:00:00,16.6,16.8,16.1,55.8,60.3,53.7,0.0,0.0,1.4,4.2,266.6,0.0,7.7,0.8
2020-02-10 20:00:00,16.6,17.0,16.3,52.7,55.7,47.5,0.0,0.0,0.9,3.3,271.0,0.0,6.9,0.9
2020-02-10 21:00:00,17.1,17.6,16.3,42.6,49.4,39.5,0.0,0.0,0.9,4.8,277.4,0.0,4.3,1.1
2020-02-10 22:00:00,16.4,17.1,15.4,42.9,46.9,40.5,0.0,0.0,0.7,2.3,217.4,0.0,3.7,1.1
2020-02-10 23:00:00,16.7,17.3,15.9,39.4,42.5,36.9,0.0,0.0,0.9,3.9,205.7,0.0,2.8,1.2
2020-03-10 00:00:00,14.8,16.0,13.3,47.5,53.6,41.8,0.0,0.0,0.5,1.6,193.6,0.0,3.7,0.9
2020-03-10 01:00:00,12.8,13.4,12.2,56.7,59.5,53.1,0.0,0.0,0.7,1.5,198.3,0.0,4.4,0.6
2020-03-10 02:00:00,12.1,13.0,11.5,59.4,62.7,55.6,0.0,0.0,0.5,1.6,188.2,0.0,4.5,0.6
2020-03-10 03:00:00,11.0,11.8,10.2,64.3,68.5,60.9,0.0,0.0,0.5,1.5,183.8,0.0,4.5,0.5
2020-03-10 04:00:00,11.5,12.8,10.8,60.3,64.8,52.1,0.0,0.0,0.9,1.9,192.5,0.0,4.0,0.5
2020-03-10 05:00:00,12.8,13.1,12.5,50.1,53.2,48.4,0.0,0.0,0.8,1.7,190.3,0.0,2.7,0.7
2020-03-10 06:00:00,13.6,15.0,12.8,45.2,48.8,40.2,41.5,144.2,0.8,3.8,216.9,0.0,1.9,0.9
2020-03-10 07:00:00,15.9,16.9,14.8,38.4,41.7,34.5,252.4,361.5,1.2,3.8,253.0,0.0,1.7,1.1
2020-03-10 08:00:00,18.0,18.9,16.8,32.8,36.6,30.0,459.8,555.1,1.5,4.3,284.1,0.0,1.4,1.4
2020-03-10 09:00:00,19.4,20.3,18.6,29.3,31.9,26.8,632.7,703.4,2.0,5.9,291.3,0.0,1.1,1.6
2020-03-10 10:00:00,21.2,22.5,20.1,26.0,29.0,23.1,752.5,795.9,1.8,5.4,312.0,0.0,0.9,1.9
2020-03-10 11:00:00,22.6,23.6,21.6,24.0,26.2,22.4,811.1,821.0,1.6,4.6,302.4,0.0,1.0,2.1
2020-03-10 12:00:00,23.8,24.5,23.2,20.7,24.4,18.0,801.0,817.0,1.6,4.7,309.2,0.0,0.0,2.3
2020-03-10 13:00:00,24.3,25.2,23.2,18.3,21.2,15.7,726.6,772.0,1.5,4.7,284.9,0.0,-1.3,2.5
